city,state,zip,grad year,linfield status,birthday,visit_date,entry_term,entry_type,recruiter_initials,offer_status,temp,recruited,visited_hs,commited_to,high_school,hs_address,hs_city,hs_state,hs_zip,hs_county,final_academic_interest,academic_field,acdemic_interest,position,Pos:  ATH,Pos:  DB,Pos:  DBC,Pos:  DBR,Pos:  DBS,Pos:  DE,Pos:  DL,Pos:  DT,Pos:  FB,Pos:  K,Pos:  LB,Pos:  LBS,Pos:  LBW,Pos:  LS,Pos:  OC,Pos:  OG,Pos:  OL,Pos:  OT,Pos:  P,Pos:  QB,Pos:  RB,Pos:  TE,Pos:  WR,height_feet,height_inches,height_in_inches,weight,rank,gpa,gpa_admissions,app_status,app_decision,app_decision_date,decision date no year,apply_date,apply_date_noyear,admissions_academic interest,linfield_grad_year,team_status,finished_football,id_type,recruited_final
Post Falls,ID,83854,2018,,10/14/99,,,,AB,,,No,,,Classical Christian Academy,2289 W Seltice Way,Post Falls,ID,83854,Kootenai County,Mathematics,Computer Science/Math,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,,,0,,3,4,4,Decided,Admit/Decline,2/13/18,2/13/22,10/31/17,10/31/21,Mathematics,null,null,null,recruit,TRUE
Tigard,OR,97223,2018,Out,9/27/99,12/9/17,,,PR,Offered,Cold,Yes,TRUE,Siskyous,Southridge High School,9625 Sw 125th Ave,Beaverton,OR,97008,Washington County,Business,Business,Physics,LBW,,,,,,,,,,,,,LBW,,,,,,,,,,,5,10,70,205,,2.63,2.63,Decided,Admit/Decline,2/13/18,2/13/22,11/1/17,11/1/21,Business,null,null,null,recruit,TRUE
Bellingham,WA,,2018,Out,8/28/99,,,,AB,,Luke,Yes,,,Bellingham High School,2020 Cornwall Ave,Bellingham,WA,98225,Whatcom County,Pre-Medicine,Sciences,,"P, QB",,,,,,,,,,,,,,,,,,,P,QB,,,,6,3,75,190,,3.848,3.848,Decided,Admit/Decline,2/15/18,2/15/22,11/4/17,11/4/21,Pre-Medicine,null,null,null,recruit,TRUE
Tacoma,WA,98443,2018,Out,7/12/00,2/11/18,,,AB,Offered,Warm,Yes,TRUE,WOU,Bethel High School,22215 38th Ave E,Spanaway,WA,98387,Pierce County,Business,Business,Business,TE,,,,,,,,,,,,,,,,,,,,,,TE,,6,2,74,220,,2.958,2.958,Decided,Withdraw Application,2/16/18,2/16/22,1/31/18,1/31/22,Business,null,null,null,recruit,TRUE
Irvine,CA,92614,2018,,5/19/99,,,,,,,,,,University High School,4771 Campus Dr,Irvine,CA,92612,Orange County,Political Science,Political Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NF,2,2,Decided,Withdraw Application,2/19/18,2/19/22,1/9/18,1/9/22,Political Science,null,null,null,recruit,FALSE
Wailuku,HI,96793,2018,,10/3/00,,,,,,,,,,H P Baldwin High School,1650 Kaahumanu Ave,Wailuku,HI,96793,Maui County,Pre-Athletic Training,Exercise Science,Athletic Training,LB,,,,,,,,,,,LB,,,,,,,,,,,,,5,9,69,205,2,2.452,2.452,Decided,Deny,2/20/18,2/20/22,11/1/17,11/1/21,Pre-Athletic Training,null,null,null,recruit,TRUE
Tacoma,WA,98498,2018,,8/26/99,2/18/18,F18,first year,,,,,TRUE,,Lakes High School,10320 Farwest Dr SW,Lakewood,WA,98498,Pierce County,Exercise Science,Exercise Science,,DE,,,,,,DE,,,,,,,,,,,,,,,,,,6,0,72,230,4,3.27,,,,2/20/18,2/20/22,11/15/17,11/15/21,,null,Active,FALSE,stopped,TRUE
Tacoma,WA,98466,2018,Out,9/15/99,1/14/18,,,AB;  JS,Offered,Hot,Yes,TRUE,,Bellarmine Preparatory School,2300 South Washington St,Tacoma,WA,98405,Pierce County,Computer Science,Computer Science/Math,Computer Science,OT,,,,,,,,,,,,,,,,,,OT,,,,,,6,2,74,265,2,2.72,2.72,Decided,Deny,2/20/18,2/20/22,11/19/17,11/19/21,Computer Science,null,null,null,recruit,TRUE
Goodyear,AZ,85396,2018,,2/16/00,1/12/18,F18,first year,,,,,FALSE,,Trivium Preparatory Academy,2001 N Bullard Ave,Goodyear,AZ,85395,Maricopa County,Pre-Veterinary Medicine,Sciences,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,2,74,200,2,3.1,,,,2/20/18,2/20/22,11/30/17,11/30/21,,null,Active,FALSE,stopped,TRUE
Gresham,OR,97030,2018,Out,6/7/00,1/19/18,,,JS,,,Yes,TRUE,,Gresham High School,1200 N Main Ave,Gresham,OR,97030,Multnomah County,Pre-Athletic Training,Exercise Science,Sport Management,"DL, OG",,,,,,,DL,,,,,,,,,OG,,,,,,,,5,10,70,295,,2.298,2.298,Decided,Deny,2/20/18,2/20/22,12/12/17,12/12/21,Pre-Athletic Training,null,null,null,recruit,TRUE
Salem,OR,97301,2018,,12/27/99,,,,,,,,TRUE,,North Salem High School,765 14th St Ne,Salem,OR,97301,Marion County,Exercise Science,Exercise Science,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,4,2.042,2.042,Decided,Deny,2/20/18,2/20/22,12/13/17,12/13/21,Exercise Science,null,null,null,recruit,FALSE
,OR,,2018,,9/4/99,,,,AB;  JS,,,Yes,,,Central High School,1530 Monmouth St,Independence,OR,97351,Polk County,Undecided,Undecided,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,,,0,,2,3.73,3.73,Decided,Withdraw Application,2/23/18,2/23/22,11/4/17,11/4/21,Undecided,null,null,null,recruit,TRUE
,OR,,2018,Out,10/30/99,2/18/18,,,JS,Offered,Warm,Yes,TRUE,GFU,Clackamas High School,14486 Se 122nd Ave,Clackamas,OR,97015,Clackamas County,Sports Management,Business,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,1,73,170,,3.485,3.485,Decided,Admit/Decline,2/26/18,2/26/22,10/27/17,10/27/21,Sport Management,null,null,null,recruit,TRUE
yorba linda,CA,92886,2018,Out,6/26/00,,,,PR,,Warm,Yes,TRUE,,Servite High School,1952 W La Palma Ave,Anaheim,CA,92801,Orange County,Mathematics,Computer Science/Math,,DT,,,,,,,,DT,,,,,,,,,,,,,,,,6,2,74,220,,3.191,3.191,Decided,Admit/Decline,2/26/18,2/26/22,10/29/17,10/29/21,Mathematics,null,null,null,recruit,TRUE
,OR,,2018,,5/31/99,,,,JS,Want to,Cold,Yes,TRUE,,David Douglas High School,1001 Se 135th Ave,Portland,OR,97233,Multnomah County,Sports Management,Business,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,6,3,75,180,1,3.269,3.269,Decided,Admit/Decline,2/26/18,2/26/22,10/31/17,10/31/21,Sport Management,null,null,null,recruit,TRUE
Sammamish,WA,98075,2019,,11/3/00,,,,AB;  PR,,Cold,,TRUE,,Eastside Catholic High School,232 228th Ave Se,Sammamish,WA,98074,King County,Business,Business,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,3,75,220,2,3.14,3.14,Decided,Admit/Decline,2/6/19,2/6/22,10/28/18,10/28/21,Business,null,null,null,recruit,TRUE
Salem,OR,97304,2019,,3/4/01,,,,,,,,TRUE,Pacific,West Salem High School,1776 Titan Dr Nw,Salem,OR,97304,Polk County,Nursing,null,,TE,,,,,,,,,,,,,,,,,,,,,,TE,,6,0,72,212,NF,3.863,3.863,Decided,Admit/Matric Paid,2/7/19,2/7/22,10/31/18,10/31/21,Nursing,null,null,null,recruit,FALSE
McMinnville,OR,97128,2019,Out,10/24/00,2/8/19,,,AB,,Warm,Yes,,Pacific,Mcminnville Senior High School,615 E 15th St,Mcminnville,OR,97128,Yamhill County,Exercise Science,Exercise Science,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,0,72,215,3,3.51,3.51,Decided,Admit/Decline,2/13/19,2/13/22,10/15/18,10/15/21,Exercise Science,null,null,null,recruit,TRUE
McMinnville,OR,97128,2018,,1/13/01,2/8/19,F19,first year,,,,,TRUE,,Mcminnville Senior High School,615 E 15th St,Mcminnville,OR,97128,Yamhill County,Pre-Physical Therapy,Exercise Science,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,5,11,71,180,3,3.289,,,,2/13/19,2/13/22,10/31/18,10/31/21,,null,Active,FALSE,stopped,TRUE
Kapaa,HI,96746,2019,,8/17/01,,,,,,,,TRUE,,Kapaa High School,4695 Mailihuna Rd,Kapaa,HI,96746,Kauai County,Undecided,Undecided,Athletic Training,DE,,,,,,DE,,,,,,,,,,,,,,,,,,5,11,71,220,,3.18,3.18,Decided,Deny,2/15/19,2/15/22,12/11/18,12/11/21,Undecided,null,null,null,recruit,FALSE
West Covina,CA,91792,2019,,5/8/00,,,,,,,,,,Bishop Amat Memorial Hs,14301 Fairgrove Ave,La Puente,CA,91746,Los Angeles County,Music,The Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NF,1.93,1.93,Decided,Deny,2/15/19,2/15/22,1/18/19,1/18/22,Music,null,null,null,recruit,FALSE
Myrtle Creek,OR,97457,2019,,3/10/01,,,,,,,,,,South Umpqua High School,501 Chadwick Ln,Myrtle Creek,OR,97457,Douglas County,Psychology,Liberal Arts,Psychology,"DBC, WR",,,DBC,,,,,,,,,,,,,,,,,,,,WR,5,8,68,150,2,2.541,2.541,Decided,Deny,2/15/19,2/15/22,1/23/19,1/23/22,Psychology,null,null,null,recruit,TRUE
Portland,OR,97225,2019,,4/15/01,,,,JS,,,,TRUE,,Beaverton High School,13000 Sw 2nd St,Beaverton,OR,97005,Washington County,Business,Business,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,0,72,155,,3.905,3.905,Decided,Admit/Decline,2/18/19,2/18/22,10/25/18,10/25/21,Business,null,null,null,recruit,FALSE
Waimea,AK,99515,2019,,4/9/01,1/12/19,F19,first year,,,,,FALSE,,Hawaii Preparatory Academy,65-1692 Kohala Mountain Road,Kamuela,HI,96743,Hawaii County,Biology,Sciences,,LBS,,,,,,,,,,,,LBS,,,,,,,,,,,,6,0,72,185,4,2.83,,,,2/18/19,2/18/22,1/5/19,1/5/22,,null,Inactive,FALSE,stopped,TRUE
Springfield,OR,97477,2019,,10/17/00,,,,,,,,,,Thurston Senior High School,333 N 58th St,Springfield,OR,97478,Lane County,Computer Science,Computer Science/Math,,"LB, RB",,,,,,,,,,,LB,,,,,,,,,,RB,,,6,0,72,220,NF,3,3,Decided,Withdraw Application,2/20/19,2/20/22,11/1/18,11/1/21,Computer Science,null,null,null,recruit,FALSE
Eugene,OR,97405,2019,,11/9/00,1/5/19,F19,first year,,,,,TRUE,,South Eugene High School,400 E 19th Ave,Eugene,OR,97401,Lane County,Business,Business,,DE,,,,,,DE,,,,,,,,,,,,,,,,,,6,5,77,246,null,3.46,,,,2/27/19,2/27/22,10/18/18,10/18/21,,null,N,FALSE,stopped,TRUE
Spanaway,WA,98387,2019,,4/27/01,,,,,,,,,,Bethel High School,22215 38th Ave E,Spanaway,WA,98387,Pierce County,Pre-Athletic Training,Exercise Science,Exercise Science,OC,,,,,,,,,,,,,,,OC,,,,,,,,,5,9,69,180,4,3.2,3.2,Decided,Admit/Decline,2/27/19,2/27/22,10/25/18,10/25/21,Pre-Athletic Training,null,null,null,recruit,FALSE
Omak,WA,98841,2020,,5/7/02,1/18/20,F20,first year,,,,,FALSE,,Omak High School,20 S Cedar St,Omak,WA,98841,Okanogan County,Pre-Law,Law,,DE,,,,,,DE,,,,,,,,,,,,,,,,,,6,4,76,229,3,3.87,,,,2/3/20,2/3/22,12/16/19,12/16/21,,null,,FALSE,stopped,TRUE
Mount Vernon,WA,98273,2019,,5/8/01,2/29/20,F19,transfer,,,,,TRUE,,Mount Vernon high school,314 N 9th St,Mount Vernon,WA,98273,Skagit County,Pre-Athletic Training,Exercise Science,,LBS,,,,,,,,,,,,LBS,,,,,,,,,,,,6,0,72,205,2,2.9,,,,2/4/20,2/4/22,12/11/19,12/11/21,,null,,FALSE,current,TRUE
,WA,,2020,Out,6/11/02,,,,BE,Sent Graphic,Luke,,,,North Creek High School,3613 191st Pl Se,Bothell,WA,98012,Snohomish County,Business,Business,,"DBC, RB",,,DBC,,,,,,,,,,,,,,,,,,RB,,,5,9,69,175,2,3,3,Decided,Withdraw Application,2/8/20,2/8/22,10/27/19,10/27/21,Business,null,null,null,recruit,TRUE
Eugene,OR,97401,2022,,1/11/02,12/6/19,F20,first year,,,,,TRUE,,Marist High School,1900 Kingsley Rd,Eugene,OR,97401,Lane County,Business,Business,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,5,11,71,175,4,3.49,,,,2/10/20,2/10/22,1/24/20,1/24/22,,null,,TRUE,alum,TRUE
,CA,,2020,Out,4/20/02,,,,,Sent Graphic,Cold,Yes,,,Benicia High School,1101 Military W,Benicia,CA,94510,Solano County,Finance,Business,,"DT, OT",,,,,,,,DT,,,,,,,,,,OT,,,,,,6,2,74,295,1,3.429,3.429,Decided,Withdraw Application,2/11/20,2/11/22,10/28/19,10/28/21,Finance,null,null,null,recruit,TRUE
Coos Bay,OR,97420,2014,,5/12/00,2/18/18,F14,first year,,,,,TRUE,,Marshfield High School,S 10th & Ingersoll St PO Box 509,Coos Bay,OR,97420,Coos County,Pre-Engineering,Engineering,,OG,,,,,,,,,,,,,,,,OG,,,,,,,,5,11,71,245,null,3.56,,,,4/3/48,,11/1/17,11/1/21,,2018,,TRUE,alum,TRUE
Sublimity,OR,97385,2020,Out,3/29/02,1/18/20,,,BE,Sent Graphic,Hot,Yes,TRUE,Southern Oregon,Stayton High School,757 W Locust St,Stayton,OR,97383,Marion County,Political Science,Political Science,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,5,10,70,160,2,3.7,3.7,Decided,Admit/Decline,2/12/20,2/12/22,11/1/19,11/1/21,Political Science,null,null,null,recruit,TRUE
Yamhill,OR,97111,2020,,8/29/02,null,F20,first year,,,,,TRUE,,Yamhill Carlton High School,275 N Maple St,Yamhill,OR,97148,Yamhill County,Spanish,Liberal Arts,,OC,,,,,,,,,,,,,,,OC,,,,,,,,,5,9,69,220,4,3.5,,,,2/12/20,2/12/22,11/1/19,11/1/21,,null,Active,FALSE,stopped,TRUE
Dallas,OR,97338,2020,,12/18/01,,,,,,,Yes,TRUE,,Dallas High School,1250 Se Holman Ave,Dallas,OR,97338,Polk County,Pre-Athletic Training,Exercise Science,,DBC,,,DBC,,,,,,,,,,,,,,,,,,,,,6,0,72,190,3,3.06,3.06,Decided,Admit,2/14/20,2/14/22,2/2/20,2/2/22,Pre-Athletic Training,null,null,null,recruit,TRUE
Bend,OR,97701,2020,,9/27/01,2/15/20,F20,first year,,,,,TRUE,,Mountain View High School,2755 NE 27th St,Bend,OR,97701,Deschutes County,Exercise Science,Exercise Science,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,5,11,71,150,3,3.64,,,,2/17/20,2/17/22,5/21/19,5/21/22,,null,N,FALSE,stopped,TRUE
Bend,OR,97703,2020,,3/4/02,1/18/20,F20,first year,,,,,TRUE,,Summit High School,2855 Nw Clearwater Dr,Bend,OR,97701,Deschutes County,Undecided,Undecided,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,4,76,220,3,null,,,,2/20/20,2/20/22,10/31/19,10/31/21,,null,,FALSE,current,TRUE
Fossil,OR,97830,2020,,1/21/02,,,,,,,,,,Wheeler High School,600 B St,Fossil,OR,97830,Wheeler County,Business,Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,3.98,3.98,Decided,Withdraw Application,2/20/20,2/20/22,11/22/19,11/22/21,Business,null,null,null,recruit,FALSE
Battle Ground,WA,98604,2020,Out,5/13/02,,,,AB,Sent Graphic,Warm,,,WOU,Prairie High School,Po Box 200,Battle Ground,WA,98604,Clark County,Law;  Rights;  and Justice,Criminal Justice,,"ATH, DB, WR",ATH,DB,,,,,,,,,,,,,,,,,,,,,WR,5,8,68,160,2,3.649,3.649,Decided,Withdraw Application,2/20/20,2/20/22,1/14/20,1/14/22,Law;  Rights;  and Justice,null,null,null,recruit,TRUE
,WA,,2020,,8/14/02,,,,AB,,,,,,Blaine High School,1055 H St,Blaine,WA,98230,Whatcom County,Education,Education,,OT,,,,,,,,,,,,,,,,,,OT,,,,,,6,4,76,210,4,3.5,3.5,Decided,Admit/Decline,2/25/20,2/25/22,1/29/20,1/29/22,Education Secondary,null,null,null,recruit,FALSE
CDA,ID,83815,2020,Out,11/19/01,,,,,,,,,,Coeur D Alene Sr High School,5530 N 4th St,Coeur D Alene,ID,83815,Kootenai County,Pre-Physical Therapy,Exercise Science,,"RB, WR",,,,,,,,,,,,,,,,,,,,,RB,,WR,,,0,,,3.2,3.2,Decided,Admit/Decline,2/26/20,2/26/22,12/5/19,12/5/21,Pre-Physical Therapy,null,null,null,recruit,FALSE
San Jose,CA,95129,2020,Out,5/5/02,,,,,Sent Graphic,Luke,Yes,,,Archbishop Mitty High School,5000 Mitty Way,San Jose,CA,95129,Santa Clara County,Exercise Science,Exercise Science,Exercise Science,OT,,,,,,,,,,,,,,,,,,OT,,,,,,6,5,77,285,2,3.4,,Decided,Admit/Decline,2/26/20,2/26/22,1/6/20,1/6/22,Exercise Science,null,null,null,recruit,TRUE
Sherwood,OR,97140,2020,,9/4/01,1/31/20,F20,first year,,,,,TRUE,,Sherwood High School,16961 Sw Meinecke Rd,Sherwood,OR,97140,Washington County,Finance,Business,,DT,,,,,,,,DT,,,,,,,,,,,,,,,,6,1,73,300,1,3.57,,,,2/27/20,2/27/22,1/31/20,1/31/22,,null,,FALSE,current,TRUE
Portland,OR,97229,2020,,9/22/02,10/6/20,F21,first year,,,,,TRUE,,Lincoln High School,1600 Sw Salmon St,Portland,OR,97205,Multnomah County,Exercise Science,Exercise Science,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,5,10,70,200,4,3.32,,,,2/6/21,2/6/22,10/27/20,10/27/21,,null,,FALSE,current,TRUE
Vancouver,WA,98665,2021,Out,5/10/03,,,,,Offered,Cold,,,,Columbia River High School,800 Nw 99th St,Vancouver,WA,98665,Clark County,Business,Business,Business,OT,,,,,,,,,,,,,,,,,,OT,,,,,,6,5,77,270,2,3.4,3.4,Decided,Withdraw Application,2/9/21,2/9/22,1/1/21,1/1/22,Business,null,null,null,recruit,TRUE
Mill Creek,WA,98012,2021,Out,3/12/03,11/16/20,,,AB,Offered,Warm,,,,Archbishop Murphy High School,12911 39th Ave Se,Everett,WA,98208,Snohomish County,Pre-Physical Therapy,Exercise Science,,OG,,,,,,,,,,,,,,,,OG,,,,,,,,6,3,75,300,2,2.99,2.99,Decided,Deny,2/15/21,2/15/22,10/31/20,10/31/21,Pre-Physical Therapy,null,null,null,recruit,TRUE
Yuba City,CA,95991,2021,,12/9/02,,,,,,,,,,Yuba City High School,850 B St,Yuba City,CA,95991,Sutter County,Business,Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,3,2.99,2.99,Decided,Deny,2/15/21,2/15/22,12/1/20,12/1/21,Business,null,null,null,recruit,TRUE
,WA,,2021,Out,11/13/02,12/5/20,,,,Offered,Cold,,,Dakota State University,La Salle High School,3000 Lightning Way,Union Gap,WA,98903,Yakima County,Business,Business,,OG,,,,,,,,,,,,,,,,OG,,,,,,,,6,0,72,270,3,3.2,3.2,Decided,Deny,2/15/21,2/15/22,12/8/20,12/8/21,Business,null,null,null,recruit,TRUE
Cornelius,OR,97113,2021,Out,1/24/03,,,,AB;  JS,,,,TRUE,,Jesuit High School,9000 Sw Beaverton Hillsdale,Portland,OR,97225,Washington County,Exercise Science,Exercise Science,,DBC,,,DBC,,,,,,,,,,,,,,,,,,,,,5,8,68,160,2,2.73,2.73,Decided,Deny,2/15/21,2/15/22,1/1/21,1/1/22,Exercise Science,null,null,null,recruit,TRUE
Murphy,OR,97533,2021,Out,2/13/03,1/9/21,,,AB;  JS,Sent Graphic,Warm,,,,Grants Pass High School,830 Ne 9th St,Grants Pass,OR,97526,Josephine County,Business,Business,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,3,75,185,1,3,,Decided,Deny,2/15/21,2/15/22,1/15/21,1/15/22,Business,null,null,null,recruit,TRUE
Salem,OR,97301,2021,,3/23/03,,,,,,,,,,Mckay High School,2440 Lancaster Dr Ne,Salem,OR,97305,Marion County,Law;  Rights;  and Justice,Criminal Justice,,K,,,,,,,,,,K,,,,,,,,,,,,,,,,0,,,null,,Decided,Deny,2/15/21,2/15/22,2/1/21,2/1/22,Law;  Rights;  and Justice,null,null,null,recruit,FALSE
Kaneohe,HI,96744,2021,,3/14/03,,,,,,,,,,Iolani School,563 Kamoku St,Honolulu,HI,96826,Honolulu County,Business,Business,,"K, P, WR",,,,,,,,,,K,,,,,,,,,P,,,,WR,5,11,71,160,,2.5,2.5,Decided,Deny,2/15/21,2/15/22,2/1/21,2/1/22,Business,null,null,null,recruit,FALSE
Gilbert,AZ,85295,2021,,3/23/03,,,,,,,,,,Campo Verde High School,3870 S Quartz St,Gilbert,AZ,85297,Maricopa County,Pre-Engineering,Engineering,,OG,,,,,,,,,,,,,,,,OG,,,,,,,,6,0,72,245,3,3.59,3.59,Decided,Admit/Decline,2/16/21,2/16/22,10/30/20,10/30/21,Pre-Engineering,null,null,null,recruit,TRUE
Phoenix,AZ,85041,2021,Out,4/29/03,1/9/21,,,BE,Offered,Warm,,,,Phoenix Christian Prep School,1751 W Indian School Rd,Phoenix,AZ,85015,Maricopa County,Law;  Rights;  and Justice,Criminal Justice,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,5,11,71,190,1,2.8,2.8,Decided,Withdraw Application,2/18/21,2/18/22,1/12/21,1/12/22,Law;  Rights;  and Justice,null,null,null,recruit,TRUE
Dallas,OR,97338,2021,,12/22/02,11/14/20,F21,first year,,,,,TRUE,,Dallas High School,1250 Se Holman Ave,Dallas,OR,97338,Polk County,Business,Business,,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,6,0,72,185,2,3.73,,,,2/21/21,2/21/22,11/12/20,11/12/21,,null,,FALSE,current,TRUE
spokane,WA,99224,2021,1 of 3,8/24/02,,,,,,Warm,,FALSE,,Cheney High School,460 N 6th St,Cheney,WA,99004,Spokane County,Coaching,Education,,DT,,,,,,,,DT,,,,,,,,,,,,,,,,5,10,70,280,3,3,3,Decided,Withdraw Application,2/22/21,2/22/22,11/25/20,11/25/21,Coaching,null,null,null,recruit,TRUE
University Place,WA,98385,2021,,11/25/02,1/27/21,F21,first year,,,,,TRUE,,Curtis Senior High School,8425 40th St W,University Place,WA,A9846,#N/A,Pre-Medicine,Sciences,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,3,75,215,2,3.4,,,,2/26/21,2/26/22,12/1/20,12/1/21,,null,Out,FALSE,stopped,TRUE
San Diego,CA,92129,2022,,10/24/03,,,,,,,,,,Westview High School,13500 Camino Del Sur,San Diego,CA,92129,San Diego County,Exercise Science,Exercise Science,,"ATH, DB, WR",ATH,DB,,,,,,,,,,,,,,,,,,,,,WR,5,9,69,170,4,3.613,3.613,Decided,Admit/Decline,2/10/22,2/10/22,10/17/21,10/17/21,Exercise Science,null,null,null,recruit,FALSE
Prosser,WA,99350,2022,Out,9/30/03,,,,,Offered,Cold,,,,Prosser Senior High School,1203 Prosser Ave,Prosser,WA,99350,Benton County,History,Liberal Arts,,OT,,,,,,,,,,,,,,,,,,OT,,,,,,6,6,78,315,2,3,3,Decided,Withdraw Application,2/18/22,2/18/22,12/16/21,12/16/21,History,null,null,null,recruit,TRUE
Mt Angel,OR,97201,2017,,7/25/99,1/15/22,F22,transfer,,,,,FALSE,,John F Kennedy High School,890 E Marquam St,Mount Angel,OR,97362,Marion County,Business,Business,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,5,10,70,185,2,3.2,,,,2/18/22,2/18/22,1/27/22,1/27/22,,null,Active,FALSE,current,TRUE
Yuba City,CA,95991,2022,,7/2/04,,,,,,,,,,Yuba City High School,850 B St,Yuba City,CA,95991,Sutter County,Exercise Science,Exercise Science,,"DBC, WR",,,DBC,,,,,,,,,,,,,,,,,,,,WR,6,1,73,185,,2.715,2.715,Decided,Deny,2/23/22,2/23/22,11/4/21,11/4/21,Exercise Science,null,null,null,recruit,FALSE
Stanwood,WA,98292,2022,,6/27/04,,,,AB,,,,,,Stanwood High School,7400-272nd St Nw,Stanwood,WA,98292,Snohomish County,International Business,Business,,"DBC, WR",,,DBC,,,,,,,,,,,,,,,,,,,,WR,6,3,75,175,,2.19,2.19,Decided,Deny,2/23/22,2/23/22,11/27/21,11/27/21,International Business,null,null,null,recruit,FALSE
Kapaa,HI,96746,2022,,8/20/04,,,,,,,,,,Kapaa High School,4695 Mailihuna Rd,Kapaa,HI,96746,Kauai County,Economics,Business,,OT,,,,,,,,,,,,,,,,,,OT,,,,,,6,2,74,240,,2.75,2.75,Decided,Deny,2/23/22,2/23/22,1/14/22,1/14/22,Economics,null,null,null,recruit,FALSE
Salem,OR,97301,2022,,6/14/03,,,,,,,,,,North Salem High School,765 14th St Ne,Salem,OR,97301,Marion County,History,Liberal Arts,,"DL, LB",,,,,,,DL,,,,LB,,,,,,,,,,,,,6,1,73,215,,2.25,2.25,Decided,Deny,2/23/22,2/23/22,1/21/22,1/21/22,History,null,null,null,recruit,FALSE
Silverdale,WA,98383,2022,,9/30/03,,,,,,,,,,Central Kitsap High School,Po Box 8,Silverdale,WA,98383,Kitsap County,Accounting,Business,,DE,,,,,,DE,,,,,,,,,,,,,,,,,,6,2,74,205,,2.558,2.558,Decided,Deny,2/23/22,2/23/22,1/24/22,1/24/22,Accounting,null,null,null,recruit,FALSE
Seattle,WA,98122,2022,#1$,8/12/04,1/22/22,,,AB,Offered,Warm,,,,Nathan Hale High School,10750 30th Ave Ne,Seattle,WA,98125,King County,Sports Management,Business,,DT,,,,,,,,DT,,,,,,,,,,,,,,,,6,2,74,280,3,2.503,2.503,Decided,Deny,2/23/22,2/23/22,1/28/22,1/28/22,Sport Management,null,null,null,recruit,TRUE
Kennewick,WA,99337,2022,,10/14/03,,,,AB,,Warm,,,,Kamiakin High School,600 N Arthur St,Kennewick,WA,99336,Benton County,Undecided,Undecided,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,5,9,69,160,3,2.886,2.886,Decided,Withdraw Application,2/24/22,2/24/22,12/27/21,12/27/21,Undecided,null,null,null,recruit,TRUE
Nampa,ID,83686,2022,Out,8/21/03,1/22/22,,,AB,Offered,Hot,,,,Nampa High School,203 Lake Lowell Ave,Nampa,ID,83686,Canyon County,Management,Business,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,5,11,71,160,3,3.21,3.21,Decided,Withdraw Application,2/28/22,2/28/22,1/30/22,1/30/22,Management,null,null,null,recruit,TRUE
Bend,OR,97701,2018,,12/25/99,,,,JS,,,No,,,Summit High School,2855 Nw Clearwater Dr,Bend,OR,97701,Deschutes County,Business,Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NF,3.4656,3.4656,Decided,Admit/Matric Paid,3/2/18,3/2/22,10/25/17,10/25/21,Business,null,null,null,recruit,FALSE
,WA,,2018,Out,11/20/99,,,,JS,Offered,Cold,Yes,,Texas Weslyan,Renton High School,400 S 2nd St,Renton,WA,98057,King County,Pre-Medicine,Sciences,,"DT, OC",,,,,,,,DT,,,,,,,OC,,,,,,,,,6,1,73,260,,3.3,3.3,Decided,Admit/Decline,3/5/18,3/5/22,11/2/17,11/2/21,Pre-Medicine,null,null,null,recruit,TRUE
Kent,WA,98042,2018,Out,5/8/00,1/14/18,,,AB;  JS,Offered,Cold,Yes,TRUE,SFU,Kentwood Senior High School,25800 164th Ave Se,Covington,WA,98042,King County,Sports Management,Business,Mathematics,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,3,75,190,,4,4,Decided,Admit/Decline,3/5/18,3/5/22,11/30/17,11/30/21,Sport Management,null,null,null,recruit,TRUE
